"","code","X.x","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg","X.y","start_time","away_team","home_team","away_team_score","home_team_score","home_team_abbv","home_city","home_state","index_team","season_end_year","lat","lng","timezone","Prev_lat","Prev_lng","Prev_timezone","Dist_Km","Dist_Mi","index.pace","index.efg","index.tov","index.orb","index.ftprb","index.ortg","index.points","opponent_team","home","date","v_minus3","v_minus7","v_minus14"
"4649","201803140GSW",7587,101.9,0.524,12.7,15.2,0.214,104.1,101.9,0.58,18.4,28.2,0.284,114.9,2454,"2018-03-14 22:30:00+00:00","LOS_ANGELES_LAKERS","GOLDEN_STATE_WARRIORS",106,117,"GSW","San Francisco","California","LOS_ANGELES_LAKERS",2018,37.7562,-122.443,"America/Los_Angeles",34.1139,-118.4068,"America/Los_Angeles",544.010949979617,340.00684373726,101.9,0.524,12.7,15.2,0.214,104.1,106,"GOLDEN_STATE_WARRIORS","away",2018-03-14,1898.65199937104,3253.29304876247,8040.88144468217
"4650","201803140GSW",7587,101.9,0.524,12.7,15.2,0.214,104.1,101.9,0.58,18.4,28.2,0.284,114.9,1731,"2018-03-14 22:30:00+00:00","LOS_ANGELES_LAKERS","GOLDEN_STATE_WARRIORS",106,117,"GSW","San Francisco","California","GOLDEN_STATE_WARRIORS",2018,37.7562,-122.443,"America/Los_Angeles",44.9635,-93.2678,"America/Chicago",2547.30351050907,1592.06469406817,101.9,0.58,18.4,28.2,0.284,114.9,117,"LOS_ANGELES_LAKERS","home",2018-03-14,4835.40704515031,5700.77371048923,10345.4245615903
"4651","201803140ORL",7584,102.3,0.551,9.6,21.4,0.092,114.4,102.3,0.609,14.9,24.3,0.23,123.2,2963,"2018-03-14 19:00:00+00:00","MILWAUKEE_BUCKS","ORLANDO_MAGIC",117,126,"ORL","Orlando","Florida","MILWAUKEE_BUCKS",2018,28.4772,-81.3369,"America/New_York",35.1046,-89.9773,"America/Chicago",1099.09182443175,686.932390269844,102.3,0.551,9.6,21.4,0.092,114.4,117,"ORLANDO_MAGIC","away",2018-03-14,2000.92089906843,2396.70165686743,3601.45254583203
"4652","201803140ORL",7584,102.3,0.551,9.6,21.4,0.092,114.4,102.3,0.609,14.9,24.3,0.23,123.2,3816,"2018-03-14 19:00:00+00:00","MILWAUKEE_BUCKS","ORLANDO_MAGIC",117,126,"ORL","Orlando","Florida","ORLANDO_MAGIC",2018,28.4772,-81.3369,"America/New_York",29.4658,-98.5254,"America/Chicago",1674.19059300584,1046.36912062865,102.3,0.609,14.9,24.3,0.23,123.2,126,"MILWAUKEE_BUCKS","home",2018-03-14,3619.43126446773,5686.52820077581,10489.7100161831
"4653","201803140SAC",7586,94.7,0.505,11.5,30,0.192,113.8,94.7,0.553,9.5,17.4,0.202,117.6,4490,"2018-03-14 22:00:00+00:00","MIAMI_HEAT","SACRAMENTO_KINGS",119,123,"SAC","Sacramento","California","SACRAMENTO_KINGS",2018,38.5667,-121.4683,"America/Los_Angeles",35.4676,-97.5137,"America/Chicago",2148.23162092043,1342.64476307527,94.7,0.553,9.5,17.4,0.202,117.6,123,"MIAMI_HEAT","home",2018-03-14,4387.66061770635,4387.66061770635,5168.82476338598
"4654","201803140SAC",7586,94.7,0.505,11.5,30,0.192,113.8,94.7,0.553,9.5,17.4,0.202,117.6,2789,"2018-03-14 22:00:00+00:00","MIAMI_HEAT","SACRAMENTO_KINGS",119,123,"SAC","Sacramento","California","MIAMI_HEAT",2018,38.5667,-121.4683,"America/Los_Angeles",45.5371,-122.65,"America/Los_Angeles",781.164145679625,488.227591049766,94.7,0.505,11.5,30,0.192,113.8,119,"SACRAMENTO_KINGS","away",2018-03-14,5140.56917859715,6639.1144241328,8137.65966966845
"4655","201803150ATL",7589,103.9,0.626,9.1,13,0.23,124.1,103.9,0.556,9.8,13.3,0.189,112.6,685,"2018-03-15 19:30:00+00:00","CHARLOTTE_HORNETS","ATLANTA_HAWKS",129,117,"ATL","Atlanta","Georgia","CHARLOTTE_HORNETS",2018,33.7627,-84.4225,"America/New_York",30.0687,-89.9288,"America/Chicago",662.238865279441,413.899290799651,103.9,0.626,9.1,13,0.23,124.1,129,"ATLANTA_HAWKS","away",2018-03-15,1687.33960417877,1687.33960417877,3596.60157534869
"4656","201803150ATL",7589,103.9,0.626,9.1,13,0.23,124.1,103.9,0.556,9.8,13.3,0.189,112.6,156,"2018-03-15 19:30:00+00:00","CHARLOTTE_HORNETS","ATLANTA_HAWKS",129,117,"ATL","Atlanta","Georgia","ATLANTA_HAWKS",2018,33.7627,-84.4225,"America/New_York",33.7627,-84.4225,"America/New_York",0,0,103.9,0.556,9.8,13.3,0.189,112.6,117,"CHARLOTTE_HORNETS","home",2018-03-15,0,1393.41454166544,2576.317235918
"4657","201803150DEN",7594,99.9,0.554,10,20.5,0.12,113.1,99.9,0.576,13.4,23.8,0.259,120.1,1550,"2018-03-15 21:00:00+00:00","DETROIT_PISTONS","DENVER_NUGGETS",113,120,"DEN","Denver","Colorado","DETROIT_PISTONS",2018,39.7621,-104.8759,"America/Denver",40.7774,-111.93,"America/Denver",608.865088589877,380.540680368673,99.9,0.554,10,20.5,0.12,113.1,113,"DENVER_NUGGETS","away",2018-03-15,3001.7716494709,3001.7716494709,6802.79528471357
"4658","201803150DEN",7594,99.9,0.554,10,20.5,0.12,113.1,99.9,0.576,13.4,23.8,0.259,120.1,1387,"2018-03-15 21:00:00+00:00","DETROIT_PISTONS","DENVER_NUGGETS",113,120,"DEN","Denver","Colorado","DENVER_NUGGETS",2018,39.7621,-104.8759,"America/Denver",34.1139,-118.4068,"America/Los_Angeles",1354.64104939143,846.650655869641,99.9,0.576,13.4,23.8,0.259,120.1,120,"DETROIT_PISTONS","home",2018-03-15,2709.28209878285,2709.28209878285,7839.94984111354
"4659","201803150HOU",7591,93.4,0.474,8.2,24.4,0.041,102.8,93.4,0.456,9.9,32,0.211,108.2,1927,"2018-03-15 20:00:00+00:00","LOS_ANGELES_CLIPPERS","HOUSTON_ROCKETS",96,101,"HOU","Houston","Texas","HOUSTON_ROCKETS",2018,29.7869,-95.3905,"America/Chicago",29.7869,-95.3905,"America/Chicago",0,0,93.4,0.456,9.9,32,0.211,108.2,101,"LOS_ANGELES_CLIPPERS","home",2018-03-15,358.964970324065,2988.95246616277,7047.23094473005
"4660","201803150HOU",7591,93.4,0.474,8.2,24.4,0.041,102.8,93.4,0.456,9.9,32,0.211,108.2,2289,"2018-03-15 20:00:00+00:00","LOS_ANGELES_CLIPPERS","HOUSTON_ROCKETS",96,101,"HOU","Houston","Texas","LOS_ANGELES_CLIPPERS",2018,29.7869,-95.3905,"America/Chicago",41.8373,-87.6862,"America/Chicago",1507.73292763514,942.33307977196,93.4,0.474,8.2,24.4,0.041,102.8,96,"HOUSTON_ROCKETS","away",2018-03-15,4316.72629862077,4316.72629862077,4316.72629862077
"4661","201803150IND",7588,92.4,0.519,18,43.9,0.304,114.7,92.4,0.468,7.4,22,0.129,107.1,2113,"2018-03-15 19:00:00+00:00","TORONTO_RAPTORS","INDIANA_PACERS",106,99,"IND","Indianapolis","Indiana","INDIANA_PACERS",2018,39.7771,-86.1458,"America/Indiana/Indianapolis",40.0077,-75.1339,"America/New_York",939.22508270531,587.015676690819,92.4,0.468,7.4,22,0.129,107.1,99,"TORONTO_RAPTORS","home",2018-03-15,1364.51462882568,2656.89669102131,5554.63855088844
"4662","201803150IND",7588,92.4,0.519,18,43.9,0.304,114.7,92.4,0.468,7.4,22,0.129,107.1,4848,"2018-03-15 19:00:00+00:00","TORONTO_RAPTORS","INDIANA_PACERS",106,99,"IND","Indianapolis","Indiana","TORONTO_RAPTORS",2018,39.7771,-86.1458,"America/Indiana/Indianapolis",40.6501,-73.9496,"America/New_York",1039.31321959665,649.570762247909,92.4,0.519,18,43.9,0.304,114.7,106,"INDIANA_PACERS","away",2018-03-15,1054.20138279829,1936.14934806862,4059.61139671145
"4663","201803150MEM",7592,97.8,0.531,12.1,18.2,0.325,113.5,97.8,0.511,12.5,24.4,0.241,112.5,2624,"2018-03-15 20:00:00+00:00","CHICAGO_BULLS","MEMPHIS_GRIZZLIES",111,110,"MEM","Memphis","Tennessee","MEMPHIS_GRIZZLIES",2018,35.1046,-89.9773,"America/Chicago",35.1046,-89.9773,"America/Chicago",0,0,97.8,0.511,12.5,24.4,0.241,112.5,110,"CHICAGO_BULLS","home",2018-03-15,676.684616080849,2128.03900565481,6586.87511416629
"4664","201803150MEM",7592,97.8,0.531,12.1,18.2,0.325,113.5,97.8,0.511,12.5,24.4,0.241,112.5,854,"2018-03-15 20:00:00+00:00","CHICAGO_BULLS","MEMPHIS_GRIZZLIES",111,110,"MEM","Memphis","Tennessee","CHICAGO_BULLS",2018,35.1046,-89.9773,"America/Chicago",41.8373,-87.6862,"America/Chicago",774.66977349311,484.168608433194,97.8,0.531,12.1,18.2,0.325,113.5,111,"MEMPHIS_GRIZZLIES","away",2018-03-15,1716.99633760411,3065.39220984379,4012.91343326588
"4665","201803150NYK",7590,100.1,0.533,11.7,34.5,0.231,117.9,100.1,0.546,11,19,0.172,109.9,3978,"2018-03-15 19:30:00+00:00","PHILADELPHIA_76ERS","NEW_YORK_KNICKS",118,110,"NYK","Manhattan","New York","PHILADELPHIA_76ERS",2018,40.7834,-73.9662,"America/New_York",40.0077,-75.1339,"America/New_York",131.216030828183,82.0100192676141,100.1,0.533,11.7,34.5,0.231,117.9,118,"NEW_YORK_KNICKS","away",2018-03-15,254.424906649704,3074.45596178461,7597.6677658853
"4666","201803150NYK",7590,100.1,0.533,11.7,34.5,0.231,117.9,100.1,0.546,11,19,0.172,109.9,3477,"2018-03-15 19:30:00+00:00","PHILADELPHIA_76ERS","NEW_YORK_KNICKS",118,110,"NYK","Manhattan","New York","NEW_YORK_KNICKS",2018,40.7834,-73.9662,"America/New_York",40.7834,-73.9662,"America/New_York",0,0,100.1,0.546,11,19,0.172,109.9,110,"PHILADELPHIA_76ERS","home",2018-03-15,0,3936.38270427355,9232.93154165483
"4667","201803150POR",7596,95.7,0.581,11,5.1,0.15,109.7,95.7,0.51,6.3,28.9,0.156,118,1036,"2018-03-15 22:00:00+00:00","CLEVELAND_CAVALIERS","PORTLAND_TRAIL_BLAZERS",105,113,"POR","Portland","Oregon","CLEVELAND_CAVALIERS",2018,45.5371,-122.65,"America/Los_Angeles",33.5722,-112.0891,"America/Phoenix",1606.17624734143,1003.86015458839,95.7,0.581,11,5.1,0.15,109.7,105,"PORTLAND_TRAIL_BLAZERS","away",2018-03-15,2192.65042395917,3547.2914733506,5508.3831352901
"4668","201803150POR",7596,95.7,0.581,11,5.1,0.15,109.7,95.7,0.51,6.3,28.9,0.156,118,4321,"2018-03-15 22:00:00+00:00","CLEVELAND_CAVALIERS","PORTLAND_TRAIL_BLAZERS",105,113,"POR","Portland","Oregon","PORTLAND_TRAIL_BLAZERS",2018,45.5371,-122.65,"America/Los_Angeles",45.5371,-122.65,"America/Los_Angeles",0,0,95.7,0.51,6.3,28.9,0.156,118,113,"CLEVELAND_CAVALIERS","home",2018-03-15,0,0,2640.7169410628
"4669","201803150SAS",7593,97.5,0.433,12.6,24.5,0.167,95.3,97.5,0.409,8.5,26.8,0.172,100.5,3303,"2018-03-15 20:30:00+00:00","NEW_ORLEANS_PELICANS","SAN_ANTONIO_SPURS",93,98,"SAS","San Antonio","Texas","NEW_ORLEANS_PELICANS",2018,29.4658,-98.5254,"America/Chicago",30.0687,-89.9288,"America/Chicago",832.271587850043,520.169742406277,97.5,0.433,12.6,24.5,0.167,95.3,93,"SAN_ANTONIO_SPURS","away",2018-03-15,832.271587850043,3861.67496216727,6842.98755734214
"4670","201803150SAS",7593,97.5,0.433,12.6,24.5,0.167,95.3,97.5,0.409,8.5,26.8,0.172,100.5,4670,"2018-03-15 20:30:00+00:00","NEW_ORLEANS_PELICANS","SAN_ANTONIO_SPURS",93,98,"SAS","San Antonio","Texas","SAN_ANTONIO_SPURS",2018,29.4658,-98.5254,"America/Chicago",29.4658,-98.5254,"America/Chicago",0,0,97.5,0.409,8.5,26.8,0.172,100.5,98,"NEW_ORLEANS_PELICANS","home",2018-03-15,967.264515529778,5590.4730864179,5590.4730864179
"4671","201803150UTA",7595,103.2,0.428,19,18.8,0.205,85.2,103.2,0.495,5.9,25,0.206,112.4,5034,"2018-03-15 21:00:00+00:00","PHOENIX_SUNS","UTAH_JAZZ",88,116,"UTA","Salt Lake City","Utah","UTAH_JAZZ",2018,40.7774,-111.93,"America/Denver",40.7774,-111.93,"America/Denver",0,0,103.2,0.495,5.9,25,0.206,112.4,116,"PHOENIX_SUNS","home",2018-03-15,2312.24384661407,3492.04888844206,7378.46796932129
"4672","201803150UTA",7595,103.2,0.428,19,18.8,0.205,85.2,103.2,0.495,5.9,25,0.206,112.4,4155,"2018-03-15 21:00:00+00:00","PHOENIX_SUNS","UTAH_JAZZ",88,116,"UTA","Salt Lake City","Utah","PHOENIX_SUNS",2018,40.7774,-111.93,"America/Denver",33.5722,-112.0891,"America/Phoenix",801.305236298056,500.815772686285,103.2,0.428,19,18.8,0.205,85.2,88,"UTAH_JAZZ","away",2018-03-15,3663.56342755792,7155.44641105045,12728.2490320295
"4673","201803160GSW",7601,89.4,0.518,12.6,26.2,0.145,109.6,89.4,0.494,11,20,0.16,104,1732,"2018-03-16 22:30:00+00:00","SACRAMENTO_KINGS","GOLDEN_STATE_WARRIORS",98,93,"GSW","San Francisco","California","GOLDEN_STATE_WARRIORS",2018,37.7562,-122.443,"America/Los_Angeles",37.7562,-122.443,"America/Los_Angeles",0,0,89.4,0.494,11,20,0.16,104,93,"SACRAMENTO_KINGS","home",2018-03-16,2547.30351050907,5700.77371048923,10011.6234315818
"4674","201803160GSW",7601,89.4,0.518,12.6,26.2,0.145,109.6,89.4,0.494,11,20,0.16,104,4491,"2018-03-16 22:30:00+00:00","SACRAMENTO_KINGS","GOLDEN_STATE_WARRIORS",98,93,"GSW","San Francisco","California","SACRAMENTO_KINGS",2018,37.7562,-122.443,"America/Los_Angeles",38.5667,-121.4683,"America/Los_Angeles",124.031715451833,77.5198221573959,89.4,0.518,12.6,26.2,0.145,109.6,98,"GOLDEN_STATE_WARRIORS","away",2018-03-16,2272.26333637226,4511.69233315819,4511.69233315819
"4675","201803160LAL",7602,96.5,0.436,9.9,22.2,0.106,95.4,96.5,0.48,18.9,18.4,0.237,94.3,2455,"2018-03-16 22:30:00+00:00","MIAMI_HEAT","LOS_ANGELES_LAKERS",92,91,"LAL","Los Angeles","California","LOS_ANGELES_LAKERS",2018,34.1139,-118.4068,"America/Los_Angeles",37.7562,-122.443,"America/Los_Angeles",544.010949979617,340.00684373726,96.5,0.48,18.9,18.4,0.237,94.3,91,"MIAMI_HEAT","home",2018-03-16,1088.02189995923,3797.30399874209,7597.96792794018
"4676","201803160LAL",7602,96.5,0.436,9.9,22.2,0.106,95.4,96.5,0.48,18.9,18.4,0.237,94.3,2790,"2018-03-16 22:30:00+00:00","MIAMI_HEAT","LOS_ANGELES_LAKERS",92,91,"LAL","Los Angeles","California","MIAMI_HEAT",2018,34.1139,-118.4068,"America/Los_Angeles",38.5667,-121.4683,"America/Los_Angeles",565.898142117375,353.686338823359,96.5,0.436,9.9,22.2,0.106,95.4,92,"LOS_ANGELES_LAKERS","away",2018-03-16,1347.062287797,5706.46732071453,8703.55781178582
"4677","201803160OKC",7600,99.2,0.552,17.9,35.6,0.209,113.9,99.2,0.548,11.9,34.7,0.191,122,2290,"2018-03-16 20:00:00+00:00","LOS_ANGELES_CLIPPERS","OKLAHOMA_CITY_THUNDER",113,121,"OKC","Oklahoma City","Oklahoma","LOS_ANGELES_CLIPPERS",2018,35.4676,-97.5137,"America/Chicago",29.7869,-95.3905,"America/Chicago",662.164489453827,413.852805908642,99.2,0.552,17.9,35.6,0.209,113.9,113,"OKLAHOMA_CITY_THUNDER","away",2018-03-16,4978.89078807459,4978.89078807459,4978.89078807459
"4678","201803160OKC",7600,99.2,0.552,17.9,35.6,0.209,113.9,99.2,0.548,11.9,34.7,0.191,122,3648,"2018-03-16 20:00:00+00:00","LOS_ANGELES_CLIPPERS","OKLAHOMA_CITY_THUNDER",113,121,"OKC","Oklahoma City","Oklahoma","OKLAHOMA_CITY_THUNDER",2018,35.4676,-97.5137,"America/Chicago",33.7627,-84.4225,"America/New_York",1211.96780767081,757.479879794255,99.2,0.548,11.9,34.7,0.191,122,121,"LOS_ANGELES_CLIPPERS","home",2018-03-16,2423.93561534162,2423.93561534162,7845.41641009181
"4679","201803160ORL",7597,95.6,0.433,16,32.7,0.256,96.3,95.6,0.42,14,15.2,0.115,86.8,3817,"2018-03-16 19:00:00+00:00","BOSTON_CELTICS","ORLANDO_MAGIC",92,83,"ORL","Orlando","Florida","ORLANDO_MAGIC",2018,28.4772,-81.3369,"America/New_York",28.4772,-81.3369,"America/New_York",0,0,95.6,0.42,14,15.2,0.115,86.8,83,"BOSTON_CELTICS","home",2018-03-16,3619.43126446773,4751.22754870248,8780.3372999906
"4680","201803160ORL",7597,95.6,0.433,16,32.7,0.256,96.3,95.6,0.42,14,15.2,0.115,86.8,338,"2018-03-16 19:00:00+00:00","BOSTON_CELTICS","ORLANDO_MAGIC",92,83,"ORL","Orlando","Florida","BOSTON_CELTICS",2018,28.4772,-81.3369,"America/New_York",42.3188,-71.0846,"America/New_York",1794.72787201101,1121.70492000688,95.6,0.433,16,32.7,0.256,96.3,92,"ORLANDO_MAGIC","away",2018-03-16,1794.72787201101,3597.99201113048,8252.02466262988
"4681","201803160PHI",7598,96.5,0.534,10.6,27.5,0.236,120.2,96.5,0.516,4.5,26.5,0.232,124.3,3979,"2018-03-16 19:00:00+00:00","BROOKLYN_NETS","PHILADELPHIA_76ERS",116,120,"PHI","Philadelphia","Pennsylvania","PHILADELPHIA_76ERS",2018,40.0077,-75.1339,"America/New_York",40.7834,-73.9662,"America/New_York",131.216030828183,82.0100192676141,96.5,0.516,4.5,26.5,0.232,124.3,120,"BROOKLYN_NETS","home",2018-03-16,385.640937477886,2145.5089799351,5968.05164591422
"4682","201803160PHI",7598,96.5,0.534,10.6,27.5,0.236,120.2,96.5,0.516,4.5,26.5,0.232,124.3,521,"2018-03-16 19:00:00+00:00","BROOKLYN_NETS","PHILADELPHIA_76ERS",116,120,"PHI","Philadelphia","Pennsylvania","BROOKLYN_NETS",2018,40.0077,-75.1339,"America/New_York",40.6501,-73.9496,"America/New_York",123.208875821521,77.0055473884507,96.5,0.534,10.6,27.5,0.236,120.2,116,"PHILADELPHIA_76ERS","away",2018-03-16,123.208875821521,977.300143262598,5787.80362423447
"4683","201803160TOR",7599,91.9,0.56,9.2,15.4,0.143,113.4,91.9,0.527,11.1,28.6,0.286,120.3,1223,"2018-03-16 19:30:00+00:00","DALLAS_MAVERICKS","TORONTO_RAPTORS",115,122,"TOR","Toronto","Canada","DALLAS_MAVERICKS",2018,43.6532,-79.3832,"Canada/Toronto",40.7834,-73.9662,"America/New_York",548.282420148251,342.676512592657,91.9,0.56,9.2,15.4,0.143,113.4,115,"TORONTO_RAPTORS","away",2018-03-16,2756.00519458522,2756.00519458522,5326.50600134107
"4684","201803160TOR",7599,91.9,0.56,9.2,15.4,0.143,113.4,91.9,0.527,11.1,28.6,0.286,120.3,4849,"2018-03-16 19:30:00+00:00","DALLAS_MAVERICKS","TORONTO_RAPTORS",115,122,"TOR","Toronto","Canada","TORONTO_RAPTORS",2018,43.6532,-79.3832,"Canada/Toronto",39.7771,-86.1458,"America/Indiana/Indianapolis",707.296853628966,442.060533518104,91.9,0.527,11.1,28.6,0.286,120.3,122,"DALLAS_MAVERICKS","home",2018-03-16,1761.49823642726,2643.44620169759,4766.90825034041
"4685","201803170BRK",7606,91.7,0.511,9.2,28.3,0.13,115.6,91.7,0.595,9.8,23.8,0.167,124.4,1224,"2018-03-17 19:30:00+00:00","DALLAS_MAVERICKS","BROOKLYN_NETS",106,114,"BRK","Brooklyn","New York","DALLAS_MAVERICKS",2018,40.6501,-73.9496,"America/New_York",43.6532,-79.3832,"America/New_York",558.499675455288,349.062297159555,91.7,0.511,9.2,28.3,0.13,115.6,106,"BROOKLYN_NETS","away",2018-03-17,1106.78209560354,3314.50487004051,4599.75527341843
"4686","201803170BRK",7606,91.7,0.511,9.2,28.3,0.13,115.6,91.7,0.595,9.8,23.8,0.167,124.4,522,"2018-03-17 19:30:00+00:00","DALLAS_MAVERICKS","BROOKLYN_NETS",106,114,"BRK","Brooklyn","New York","BROOKLYN_NETS",2018,40.6501,-73.9496,"America/New_York",40.0077,-75.1339,"America/New_York",123.208875821521,77.0055473884507,91.7,0.595,9.8,23.8,0.167,124.4,114,"DALLAS_MAVERICKS","home",2018-03-17,246.417751643042,1100.50901908412,5911.01250005599
"4687","201803170CHI",7608,96.2,0.58,11.9,24.4,0.149,118.5,96.2,0.538,10.9,25,0.121,113.3,855,"2018-03-17 20:00:00+00:00","CLEVELAND_CAVALIERS","CHICAGO_BULLS",114,109,"CHI","Chicago","Illinois","CHICAGO_BULLS",2018,41.8373,-87.6862,"America/Chicago",35.1046,-89.9773,"America/Chicago",774.66977349311,484.168608433194,96.2,0.538,10.9,25,0.121,113.3,109,"CLEVELAND_CAVALIERS","home",2018-03-17,1549.33954698622,3457.14691318679,3840.0619833369
"4688","201803170CHI",7608,96.2,0.58,11.9,24.4,0.149,118.5,96.2,0.538,10.9,25,0.121,113.3,1037,"2018-03-17 20:00:00+00:00","CLEVELAND_CAVALIERS","CHICAGO_BULLS",114,109,"CHI","Chicago","Illinois","CLEVELAND_CAVALIERS",2018,41.8373,-87.6862,"America/Chicago",45.5371,-122.65,"America/Los_Angeles",2818.52607191346,1761.57879494591,96.2,0.58,11.9,24.4,0.149,118.5,114,"CHICAGO_BULLS","away",2018-03-17,4424.70231925489,5011.17649587263,8326.90920720356
"4689","201803170MEM",7609,86,0.42,6.6,35.3,0.241,109.3,86,0.488,10.5,31.1,0.272,117.4,1388,"2018-03-17 20:00:00+00:00","DENVER_NUGGETS","MEMPHIS_GRIZZLIES",94,101,"MEM","Memphis","Tennessee","DENVER_NUGGETS",2018,35.1046,-89.9773,"America/Chicago",39.7621,-104.8759,"America/Denver",1411.54283776872,882.214273605449,86,0.42,6.6,35.3,0.241,109.3,94,"MEMPHIS_GRIZZLIES","away",2018-03-17,2766.18388716014,4120.82493655157,7839.94984111354
"4690","201803170MEM",7609,86,0.42,6.6,35.3,0.241,109.3,86,0.488,10.5,31.1,0.272,117.4,2625,"2018-03-17 20:00:00+00:00","DENVER_NUGGETS","MEMPHIS_GRIZZLIES",94,101,"MEM","Memphis","Tennessee","MEMPHIS_GRIZZLIES",2018,35.1046,-89.9773,"America/Chicago",35.1046,-89.9773,"America/Chicago",0,0,86,0.488,10.5,31.1,0.272,117.4,101,"DENVER_NUGGETS","home",2018-03-17,0,1353.3692321617,6586.87511416629
"4691","201803170MIL",7603,103.6,0.529,16.3,18.6,0.318,112.9,103.6,0.541,10.7,20,0.337,117.8,2964,"2018-03-17 18:00:00+00:00","ATLANTA_HAWKS","MILWAUKEE_BUCKS",117,122,"MIL","Milwaukee","Wisconsin","MILWAUKEE_BUCKS",2018,43.0642,-87.9673,"America/Chicago",28.4772,-81.3369,"America/New_York",1727.31574496257,1079.57234060161,103.6,0.541,10.7,20,0.337,117.8,122,"ATLANTA_HAWKS","home",2018-03-17,2826.40756939432,3728.236644031,4519.798159629
"4692","201803170MIL",7603,103.6,0.529,16.3,18.6,0.318,112.9,103.6,0.541,10.7,20,0.337,117.8,157,"2018-03-17 18:00:00+00:00","ATLANTA_HAWKS","MILWAUKEE_BUCKS",117,122,"MIL","Milwaukee","Wisconsin","ATLANTA_HAWKS",2018,43.0642,-87.9673,"America/Chicago",33.7627,-84.4225,"America/New_York",1079.12131949202,674.45082468251,103.6,0.529,16.3,18.6,0.318,112.9,117,"MILWAUKEE_BUCKS","away",2018-03-17,1079.12131949202,1765.23900752849,3655.43855541002
"4693","201803170NOP",7604,92.1,0.5,6.5,27.7,0.151,116.2,92.1,0.542,12,15.4,0.133,109.7,3304,"2018-03-17 19:00:00+00:00","HOUSTON_ROCKETS","NEW_ORLEANS_PELICANS",107,101,"NOP","New Orleans","Louisiana","NEW_ORLEANS_PELICANS",2018,30.0687,-89.9288,"America/Chicago",29.4658,-98.5254,"America/Chicago",832.271587850043,520.169742406277,92.1,0.542,12,15.4,0.133,109.7,101,"HOUSTON_ROCKETS","home",2018-03-17,1664.54317570009,1664.54317570009,7675.25914519218
"4694","201803170NOP",7604,92.1,0.5,6.5,27.7,0.151,116.2,92.1,0.542,12,15.4,0.133,109.7,1928,"2018-03-17 19:00:00+00:00","HOUSTON_ROCKETS","NEW_ORLEANS_PELICANS",107,101,"NOP","New Orleans","Louisiana","HOUSTON_ROCKETS",2018,30.0687,-89.9288,"America/Chicago",29.7869,-95.3905,"America/Chicago",527.212318058937,329.507698786836,92.1,0.5,6.5,27.7,0.151,116.2,107,"NEW_ORLEANS_PELICANS","away",2018-03-17,527.212318058937,2819.4031751135,7574.44326278899
"4695","201803170NYK",7607,100.4,0.417,8.8,22.8,0.289,100.6,100.4,0.55,6.9,24.5,0.14,123.6,3478,"2018-03-17 19:30:00+00:00","CHARLOTTE_HORNETS","NEW_YORK_KNICKS",101,124,"NYK","Manhattan","New York","NEW_YORK_KNICKS",2018,40.7834,-73.9662,"America/New_York",40.7834,-73.9662,"America/New_York",0,0,100.4,0.55,6.9,24.5,0.14,123.6,124,"CHARLOTTE_HORNETS","home",2018-03-17,0,1184.27264537906,5283.44499207055
"4696","201803170NYK",7607,100.4,0.417,8.8,22.8,0.289,100.6,100.4,0.55,6.9,24.5,0.14,123.6,686,"2018-03-17 19:30:00+00:00","CHARLOTTE_HORNETS","NEW_YORK_KNICKS",101,124,"NYK","Manhattan","New York","CHARLOTTE_HORNETS",2018,40.7834,-73.9662,"America/New_York",33.7627,-84.4225,"America/New_York",1208.99152030638,755.619700191485,100.4,0.417,8.8,22.8,0.289,100.6,101,"NEW_YORK_KNICKS","away",2018-03-17,1871.23038558582,2896.33112448515,4380.3035495347
"4697","201803170PHO",7612,102.6,0.595,10.6,21.4,0.116,120.8,102.6,0.543,16.7,20.9,0.244,106.2,4156,"2018-03-17 22:00:00+00:00","GOLDEN_STATE_WARRIORS","PHOENIX_SUNS",124,109,"PHO","Phoenix","Arizona","PHOENIX_SUNS",2018,33.5722,-112.0891,"America/Phoenix",40.7774,-111.93,"America/Denver",801.305236298056,500.815772686285,102.6,0.543,16.7,20.9,0.244,106.2,109,"GOLDEN_STATE_WARRIORS","home",2018-03-17,1602.61047259611,5976.65211135113,11496.3793810322
"4698","201803170PHO",7612,102.6,0.595,10.6,21.4,0.116,120.8,102.6,0.543,16.7,20.9,0.244,106.2,1733,"2018-03-17 22:00:00+00:00","GOLDEN_STATE_WARRIORS","PHOENIX_SUNS",124,109,"PHO","Phoenix","Arizona","GOLDEN_STATE_WARRIORS",2018,33.5722,-112.0891,"America/Phoenix",37.7562,-122.443,"America/Los_Angeles",1043.82388853601,652.389930335009,102.6,0.595,10.6,21.4,0.116,120.8,124,"PHOENIX_SUNS","away",2018-03-17,3591.12739904508,5879.23093368632,10180.2039561813
"4699","201803170POR",7613,92.9,0.45,11.9,16.7,0.188,93.7,92.9,0.483,10.4,20.5,0.184,107.7,4322,"2018-03-17 22:00:00+00:00","DETROIT_PISTONS","PORTLAND_TRAIL_BLAZERS",87,100,"POR","Portland","Oregon","PORTLAND_TRAIL_BLAZERS",2018,45.5371,-122.65,"America/Los_Angeles",45.5371,-122.65,"America/Los_Angeles",0,0,92.9,0.483,10.4,20.5,0.184,107.7,100,"DETROIT_PISTONS","home",2018-03-17,0,0,2640.7169410628
