,start_time,away_team,home_team,away_team_score,home_team_score,home_team_abbv,home_city,home_state,index_team,season_end_year,lat,lng,Prev_lat,Prev_lng,Dist_Km,Dist_Mi,code
79,2017-04-09 15:30:00+00:00,CLEVELAND_CAVALIERS,ATLANTA_HAWKS,125,126,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,41.4767,-81.6805,890.9669537316087,556.8543460822555,201704090ATL
80,2017-04-11 19:30:00+00:00,CHARLOTTE_HORNETS,ATLANTA_HAWKS,76,103,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,33.7627,-84.4225,0.0,0.0,201704110ATL
81,2017-04-12 20:00:00+00:00,ATLANTA_HAWKS,INDIANA_PACERS,86,104,IND,Indianapolis,Indiana,ATLANTA_HAWKS,2017.0,39.7771,-86.1458,33.7627,-84.4225,686.1176880364725,428.8235550227953,201704120IND
82,2017-04-16 13:00:00+00:00,ATLANTA_HAWKS,WASHINGTON_WIZARDS,107,114,WAS,Washington,District of Columbia,ATLANTA_HAWKS,2017.0,38.9047,-77.0163,39.7771,-86.1458,790.7237053967831,494.2023158729894,201704160WAS
83,2017-04-19 19:00:00+00:00,ATLANTA_HAWKS,WASHINGTON_WIZARDS,101,109,WAS,Washington,District of Columbia,ATLANTA_HAWKS,2017.0,38.9047,-77.0163,38.9047,-77.0163,0.0,0.0,201704190WAS
84,2017-04-22 17:30:00+00:00,WASHINGTON_WIZARDS,ATLANTA_HAWKS,98,116,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,38.9047,-77.0163,875.2433639365149,547.0271024603219,201704220ATL
85,2017-04-24 20:00:00+00:00,WASHINGTON_WIZARDS,ATLANTA_HAWKS,101,111,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,33.7627,-84.4225,0.0,0.0,201704240ATL
86,2017-04-26 18:00:00+00:00,ATLANTA_HAWKS,WASHINGTON_WIZARDS,99,103,WAS,Washington,District of Columbia,ATLANTA_HAWKS,2017.0,38.9047,-77.0163,33.7627,-84.4225,875.2433639365149,547.0271024603219,201704260WAS
87,2017-04-28 19:30:00+00:00,WASHINGTON_WIZARDS,ATLANTA_HAWKS,115,99,ATL,Atlanta,Georgia,ATLANTA_HAWKS,2017.0,33.7627,-84.4225,38.9047,-77.0163,875.2433639365149,547.0271024603219,201704280ATL
88,2017-10-18 20:30:00+00:00,ATLANTA_HAWKS,DALLAS_MAVERICKS,117,111,DAL,Dallas,Texas,ATLANTA_HAWKS,2018.0,32.7936,-96.7662,32.7936,-96.7662,0.0,0.0,201710180DAL
