"","code","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg"
"648","201301260DEN","100.7","0.466","16.3","24.1","0.125","92.4","100.7","0.601","13.5","27","0.157","120.2"
"649","201301260UTA","84.8","0.579","18.9","47.2","0.183","117.4","84.8","0.548","12.9","26.5","0.277","121.7"
"650","201301260POR","85.9","0.537","14.5","39.5","0.16","116.4","85.9","0.54","14.3","25.7","0.267","117.5"
"651","201301270BOS","86","0.432","16","30.9","0.156","94.3","86","0.438","12.3","18.2","0.261","96.2"
"652","201301270LAL","91.4","0.469","8.9","21.3","0.247","105.1","91.4","0.601","13","17.1","0.216","114.9"
"653","201301270MEM","84.3","0.487","14.7","35.9","0.208","107.9","84.3","0.381","13.5","43.1","0.182","98.4"
"654","201301270ORL","91.1","0.576","12.1","17.5","0.165","114.1","91.1","0.5","13.4","37.5","0.133","111.9"
"655","201301270NYK","85.1","0.677","20.5","25.9","0.246","122.2","85.1","0.653","15","20.7","0.167","124.5"
"656","201301270DAL","95.5","0.468","16","20","0.299","99.4","95.5","0.54","11.9","28.6","0.17","115.2"
"657","201301270LAC","87.9","0.462","19.4","23.7","0.333","94.4","87.9","0.549","12.2","21.1","0.073","109.2"
"658","201301280PHI","87.8","0.603","17.3","30","0.205","117.3","87.8","0.566","9.4","17.1","0.072","113.9"
"659","201301280TOR","93.3","0.57","12.1","33.3","0.186","122.1","93.3","0.471","9.3","23.4","0.23","109.3"
"660","201301280WAS","94","0.494","9.7","16.7","0.183","102.2","94","0.5","18.8","26.3","0.221","100"
"661","201301280BRK","85.5","0.443","15.3","25","0.089","90.1","85.5","0.588","20.1","32.4","0.135","113.5"
"662","201301280CHI","85","0.432","10","25","0.185","100","85","0.494","11","33.3","0.205","109.4"
"663","201301280DEN","93.2","0.524","16.3","33.3","0.141","108.4","93.2","0.519","13.3","25","0.269","109.4"
"664","201301280UTA","88.3","0.618","4.9","28.6","0.169","141.5","88.3","0.426","14.4","29.2","0.136","90.6"
"665","201301290CLE","91.8","0.601","13.7","22.6","0.083","117.7","91.8","0.452","10.4","27.3","0.226","103.5"
"666","201301290DET","92.8","0.526","8.5","41.2","0.143","126","92.8","0.417","17.2","43.8","0.238","96.9"
"667","201301290POR","93.7","0.548","15","24.4","0.143","110.9","93.7","0.512","12.7","33.3","0.209","113.1"
"668","201301290LAL","98.1","0.473","8.2","16.3","0.207","108.1","98.1","0.57","13","23.7","0.266","113.1"
"669","201301300IND","92.3","0.381","11.5","28.1","0.136","85.6","92.3","0.488","15.9","34.9","0.235","106.2"
"670","201301300PHI","93.3","0.447","17.6","20","0.227","90.1","93.3","0.453","8.3","22.4","0.063","98.6"
"671","201301300ATL","94.9","0.441","15.2","31.3","0.2","96.9","94.9","0.547","17","7.5","0.147","98"
"672","201301300BOS","89.9","0.438","17.6","25.6","0.233","90.1","89.9","0.568","16.4","18.2","0.219","110.2"
"673","201301300NYK","83.2","0.539","10.6","23.5","0.182","116.6","83.2","0.659","9.5","30.3","0.061","135.8"
"674","201301300BRK","86.3","0.584","12.7","35.1","0.096","121.7","86.3","0.486","19.3","28.6","0.261","98.5"
"675","201301300MIL","89.8","0.516","10.2","36.6","0.11","115.8","89.8","0.451","16.6","33.3","0.171","98"
"676","201301300MIN","90.9","0.48","14","31.8","0.303","105.6","90.9","0.467","12.9","20.5","0.25","99"
"677","201301300SAS","92.7","0.438","22.2","23.7","0.192","84.1","92.7","0.616","22.7","20.7","0.246","110"
"678","201301300DEN","106","0.531","17.9","24.4","0.296","103.8","106","0.561","17","22","0.317","111.3"
"679","201301300UTA","92","0.526","11.7","23.3","0.218","107.6","92","0.529","12.8","17.5","0.471","113"
"680","201301300PHO","91.7","0.474","18","27.5","0.154","93.8","91.7","0.476","10.9","16.7","0.157","100.4"
"681","201301310OKC","94.1","0.378","10.9","35","0.153","94.6","94.1","0.59","16.2","12.9","0.292","112.6"
"682","201301310GSW","93","0.494","14.1","26.1","0.21","104.3","93","0.47","11.2","25.5","0.25","107.6"
"683","201302010IND","82.5","0.507","12","18.8","0.257","107.9","82.5","0.607","13","29.6","0.243","123.7"
"684","201302010TOR","87.3","0.368","14.1","20.9","0.278","83.6","87.3","0.543","11.9","28.2","0.123","112.2"
"685","201302010BOS","93.8","0.395","12.4","28.3","0.095","89.5","93.8","0.524","13.4","23.8","0.107","103.4"
"686","201302010BRK","84.6","0.442","12.9","27.5","0.256","105.2","84.6","0.553","14.3","37.9","0.133","109.9"
"687","201302010DET","98.5","0.432","13.1","26.5","0.261","100.5","98.5","0.566","9.7","31","0.277","118.8"
"688","201302010NYK","87.6","0.446","12.6","25","0.145","98.2","87.6","0.507","14.6","33.3","0.25","109.6"
"689","201302010PHI","91.3","0.386","12.6","19.1","0.241","87.6","91.3","0.493","17.6","25.7","0.184","97.5"
"690","201302010MEM","88.9","0.44","15.1","17.1","0.036","85.5","88.9","0.455","17.4","33.3","0.179","95.7"
"691","201302010DEN","94.1","0.556","20.5","16.7","0.25","104.1","94.1","0.565","7.9","18.4","0.214","120.1"
"692","201302010PHO","99.4","0.5","13.2","26.1","0.239","109.7","99.4","0.449","11.5","23.5","0.213","99.6"
"693","201302010UTA","88.2","0.411","14.8","24","0.152","87.3","88.2","0.457","12.8","24.3","0.148","97.5"
"694","201302010MIN","97.5","0.489","10.4","34.7","0.228","113.9","97.5","0.517","11.8","16.7","0.09","102.6"
"695","201302020ATL","85.2","0.452","6.6","35.3","0.097","109.2","85.2","0.43","14.1","25.5","0.101","89.2"
"696","201302020CLE","96.2","0.536","14.5","31.8","0.253","114.4","96.2","0.528","11.5","29.8","0.222","119.6"
"697","201302020NYK","93.5","0.461","17.9","11.9","0.145","86.7","93.5","0.657","15.6","37.5","0.081","128.4"
"698","201302020HOU","91","0.468","12.7","20","0.266","104.4","91","0.555","13.2","35","0.22","119.8"
"699","201302020MIN","93.5","0.421","21.4","23.7","0.386","92","93.5","0.617","16.7","44.1","0.26","123"
"700","201302020MIL","97.3","0.463","14.1","41.7","0.117","100.8","97.3","0.517","13.9","30.4","0.156","110"
"701","201302020SAS","97.4","0.443","14.4","22.2","0.091","88.3","97.4","0.519","15.8","9.4","0.192","98.6"
"702","201302020POR","90.4","0.478","4","20.4","0.144","109.5","90.4","0.573","15.5","27","0.253","116.2"
"703","201302020GSW","93.3","0.436","11.1","31.3","0.209","99.7","93.3","0.556","11.7","29.8","0.157","121.2"
"704","201302030BOS","92.7","0.563","18.5","36.1","0.19","112.2","92.7","0.576","16.9","17.6","0.319","114.4"
"705","201302030DET","99","0.506","13.1","15.9","0.169","99","99","0.473","12.4","22.7","0.109","98"
"706","201302030TOR","86.7","0.553","12.4","22.6","0.227","115.4","86.7","0.4","14.4","34.1","0.333","98.1"
"707","201302040IND","91.6","0.466","9.3","26.1","0.216","110.3","91.6","0.568","15.2","36.1","0.365","121.2"
"708","201302040PHI","84.1","0.344","12.6","20.4","0.075","72.6","84.1","0.475","11.9","16.3","0.038","92.8"
"709","201302040WAS","94","0.494","18.9","22.5","0.152","95.7","94","0.482","11.1","27.1","0.202","104.2"
"710","201302040MIA","87.3","0.475","12.8","30.8","0.225","107.7","87.3","0.512","10.7","30","0.198","113.4"
"711","201302040NYK","85.9","0.439","11.2","34.7","0.067","99","85.9","0.544","14.8","35","0.165","115.3"
"712","201302040MIN","94","0.636","26.7","29.6","0.157","106.3","94","0.488","11.4","24.4","0.176","104.2"
"713","201302040OKC","100.7","0.431","12.8","13","0.184","90.4","100.7","0.529","10","19","0.23","111.3"
"714","201302040UTA","84.5","0.42","11.7","29.4","0.207","97.6","84.5","0.576","20","17.2","0.208","105.1"
"715","201302050IND","99.7","0.494","14.6","13.5","0.284","103.3","99.7","0.553","11.5","12.8","0.413","114.4"
"716","201302050BRK","92.9","0.47","12.6","13.5","0.183","99.1","92.9","0.382","14.1","36.4","0.169","89.4"
"717","201302050HOU","97.8","0.494","10.8","24.4","0.279","111.5","97.8","0.632","7","32.6","0.275","143.2"
"718","201302050MEM","89","0.534","20.3","35.5","0.247","107.9","89","0.457","15.2","32.6","0.183","101.2"
"719","201302050DEN","105.7","0.495","13.2","24.5","0.05","98.4","105.7","0.467","13.7","33.3","0.297","106"
"720","201302060CLE","92.4","0.506","12.6","20.5","0.19","102.8","92.4","0.614","5.8","26.3","0.098","132.1"
"721","201302060ORL","92","0.439","13.2","26.5","0.171","93.4","92","0.379","16.2","28.6","0.115","82.6"
"722","201302060PHI","86","0.426","8.9","31.4","0.235","102.3","86","0.36","14","29.6","0.056","80.2"
"723","201302060TOR","92.8","0.507","13.1","16.2","0.342","106.6","92.8","0.439","13.8","25.5","0.28","102.3"
"724","201302060WAS","87.1","0.458","8.7","27.9","0.226","110.2","87.1","0.601","10.5","19.4","0.139","121.7"
"725","201302060ATL","89.5","0.482","8.1","18.4","0.131","102.8","89.5","0.581","13.4","17.1","0.23","115.1"
"726","201302060DET","88.2","0.451","12.3","35.7","0.232","105.4","88.2","0.452","13.2","31.1","0.181","102"
"727","201302060MIA","95.4","0.544","15","21.1","0.263","113.2","95.4","0.549","9.6","20.5","0.293","119.5"
"728","201302060NOH","84.6","0.455","15.9","31.4","0.167","99.3","84.6","0.547","11.8","23.7","0.147","109.9"
"729","201302060OKC","104","0.462","16","24.5","0.129","94.2","104","0.547","10.4","21.7","0.158","114.4"
"730","201302060DAL","89.6","0.488","6.1","16.7","0.202","110.5","89.6","0.535","7.8","23.9","0.151","117.2"
"731","201302060MIN","93.4","0.519","12.6","15.9","0.247","111.4","93.4","0.457","14.1","26.1","0.247","100.7"
"732","201302060UTA","95.4","0.39","14.4","21.4","0.268","90.1","95.4","0.512","17","37.8","0.21","104.8"
"733","201302070BOS","95","0.443","10.7","26.5","0.207","100","95","0.557","8.4","28.6","0.218","122.1"
"734","201302070DEN","89","0.473","12.6","34.8","0.11","107.9","89","0.634","9.4","47.1","0.221","143.9"
"735","201302080CHA","97","0.5","12.5","13.6","0.25","103","97","0.449","9.3","16.7","0.146","95.8"
"736","201302080IND","87.4","0.448","11.8","34.7","0.146","103.7","87.4","0.506","16.6","25.6","0.244","101.6"
"737","201302080WAS","91.8","0.362","14.3","20","0.25","80.6","91.8","0.494","12.4","11.9","0.125","96.9"
"738","201302080ATL","94.3","0.576","12.2","28.2","0.14","117.7","94.3","0.561","16.8","13.2","0.23","106.1"
"739","201302080CLE","96.3","0.57","17.2","26.5","0.116","112.1","96.3","0.531","5.8","18.9","0.425","123.5"
"740","201302080DET","90.7","0.519","6.9","20.9","0.309","120.1","90.7","0.573","10.9","38.5","0.191","131.2"
"741","201302080HOU","89.3","0.5","10.2","31.9","0.17","115.4","89.3","0.671","10.4","21.9","0.152","132.2"
"742","201302080MEM","89.9","0.527","16.2","17.1","0.203","103.5","89.9","0.506","11.9","25","0.241","110.1"
"743","201302080MIA","87.4","0.487","17.4","28.2","0.182","101.8","87.4","0.64","13.7","25","0.353","127"
"744","201302080MIN","86.2","0.519","8.2","25.6","0.198","116","86.2","0.469","8.9","27.3","0.238","109"
"745","201302080OKC","92.1","0.512","15.2","26.8","0.133","104.3","92.1","0.655","7.8","26.3","0.149","137.9"
"746","201302080UTA","79.8","0.487","9.4","38.5","0.203","116.5","79.8","0.5","12.3","33.3","0.141","111.5"
"747","201302090CLE","97.3","0.538","17.4","35.7","0.313","114.1","97.3","0.494","13.6","26.2","0.238","105.9"
"748","201302090PHI","88.6","0.318","6.7","21.4","0.227","85.8","88.6","0.43","10.1","36.4","0.075","98.2"
"749","201302090DAL","95.8","0.416","13.1","30.9","0.191","95","95.8","0.565","9.6","14.6","0.377","121.1"
"750","201302090MIL","97.3","0.542","18","26.8","0.181","107.9","97.3","0.436","11.7","25.5","0.291","102.8"
"751","201302090SAC","98.4","0.512","16.2","28.2","0.305","110.8","98.4","0.565","13.7","36.4","0.282","122"
"752","201302100NYK","86.2","0.575","13.9","34.2","0.125","118.4","86.2","0.493","16.3","25","0.203","102.1"
"753","201302100MIA","87","0.55","14.7","15.2","0.286","111.5","87","0.588","11.3","29.4","0.163","123"
"754","201302100BOS","94","0.46","14.8","25.9","0.088","92.4","94","0.458","11.9","13.8","0.176","95.6"
"755","201302100MEM","86.4","0.522","19.2","30.3","0.232","101.9","86.4","0.557","12.8","36.1","0.215","121.5"
"756","201302100ORL","94.7","0.566","13.7","13.2","0.12","109.8","94.7","0.532","9","34","0.118","116.1"
"757","201302100TOR","86.4","0.529","17.5","18.2","0.232","103","86.4","0.564","11.3","30.8","0.179","118"
"758","201302100BRK","80.3","0.671","5.8","18.2","0.178","138.2","80.3","0.514","16.8","35.3","0.167","107.1"
"759","201302100PHO","94","0.507","12.9","12.2","0.263","103.2","94","0.352","19.1","32.7","0.055","73.4"
"760","201302100SAC","94.7","0.551","13.5","31.1","0.146","117.2","94.7","0.523","11.6","34.1","0.299","123.5"
"761","201302110CHA","88.8","0.455","10.2","17.8","0.273","102.5","88.8","0.481","10","21.7","0.26","105.9"
"762","201302110CLE","91.2","0.573","19.5","31.3","0.187","109.6","91.2","0.538","19.3","25.7","0.089","100.9"
"763","201302110IND","82.9","0.413","10.5","23.4","0.288","97.3","82.9","0.37","7.1","29.3","0.135","91.8"
"764","201302110PHI","85.7","0.64","13.3","34.4","0.147","124.9","85.7","0.47","12.5","33.3","0.131","105.1"
"765","201302110DET","91.5","0.554","13.6","27","0.157","114.8","91.5","0.389","12","26.4","0.284","94"
"766","201302110CHI","87.8","0.573","8.7","5.9","0.227","117.3","87.8","0.487","18","41.5","0.167","101.4"
"767","201302110MIL","93.3","0.595","18.9","21.2","0.189","109.4","93.3","0.405","7.9","29.8","0.137","96.5"
"768","201302110DAL","97.3","0.578","17.1","21.6","0.208","107.9","97.3","0.478","10.1","16.7","0.18","103.8"
"769","201302120TOR","92.1","0.553","16.1","43.9","0.165","117.3","92.1","0.53","15.4","35.7","0.253","118.4"
"770","201302120MIA","86.3","0.589","14.6","15.4","0.247","120.6","86.3","0.635","9.5","32.3","0.311","135.6"
"771","201302120MEM","95.8","0.488","12.7","27.3","0.198","105.4","95.8","0.587","18.2","22.6","0.267","112.8"
"772","201302120UTA","90.1","0.596","20.4","24.1","0.191","104.3","90.1","0.523","15","45.7","0.207","120.9"
"773","201302120GSW","101.1","0.527","9.7","20.8","0.22","114.8","101.1","0.5","11.7","17.4","0.274","105.9"
"774","201302120LAL","97","0.429","17","25","0.141","87.6","97","0.476","17.3","25","0.145","93.8"
"775","201302130CLE","92.3","0.482","12.4","25.6","0.179","104","92.3","0.423","8.8","32.7","0.134","102.9"
"776","201302130IND","88.9","0.348","14.5","31.4","0.244","86.6","88.9","0.463","6.3","38.3","0.137","113.6"
"777","201302130ORL","92.2","0.5","8.1","33.3","0.174","117.1","92.2","0.433","14.9","15.9","0.061","82.4"
"778","201302130BOS","83.7","0.385","19.7","29.5","0.162","82.4","83.7","0.401","11","18.2","0.132","84.8"
"779","201302130BRK","88.1","0.608","13.6","29.7","0.152","122.6","88.1","0.653","12.8","37.9","0.28","135.1"
"780","201302130DET","90.4","0.507","17.6","12.8","0.2","94","90.4","0.5","15.9","34.1","0.215","106.2"
"781","201302130NYK","81.6","0.486","10.7","20","0.288","112.8","81.6","0.411","10.6","42.6","0.291","107.8"
"782","201302130MIL","88.1","0.474","13.9","30.6","0.263","104.4","88.1","0.443","11.8","34.8","0.182","106.6"
"783","201302130MIN","95.7","0.448","12.5","27.1","0.218","101.3","95.7","0.371","9","25.9","0.353","97.1"
"784","201302130NOH","85.6","0.338","16.7","14","0.176","73.6","85.6","0.5","5.9","34.1","0.138","115.7"
"785","201302130DAL","98.7","0.438","15.8","25","0.375","101.3","98.7","0.538","10.4","31.9","0.261","124.6"
"786","201302130LAC","96.7","0.47","18.6","29.5","0.232","99.2","96.7","0.58","17.2","17.6","0.253","109.6"
"787","201302140OKC","96.2","0.528","12.5","30.2","0.193","114.3","96.2","0.459","15.4","13.2","0.452","103.9"
"788","201302140LAL","93","0.607","12.4","38.6","0.191","134.5","93","0.547","15.6","25","0.253","108.6"
"789","201302190ORL","95.9","0.525","14.7","23.3","0.247","109.5","95.9","0.438","12.7","27.1","0.157","95.9"
"790","201302190WAS","92.1","0.5","15.6","20","0.231","104.2","92.1","0.423","15.1","26.1","0.282","95.5"
"791","201302190BRK","87.7","0.516","7.1","27.3","0.125","114.7","87.7","0.527","12.9","35.4","0.187","116.7"
"792","201302190DET","92.9","0.581","15.3","34.3","0.15","113.1","92.9","0.518","15.6","15.8","0.073","98"
"793","201302190NOH","91.8","0.494","14.1","33.3","0.155","104.6","91.8","0.44","13.9","25","0.155","94.7"
"794","201302190DEN","87.8","0.487","12.2","18.6","0.165","102.5","87.8","0.474","7","24.4","0.312","110.5"
"795","201302190UTA","91.7","0.5","12.2","32.5","0.217","110.1","91.7","0.564","10.6","21.6","0.346","125.4"
"796","201302190POR","92.9","0.518","15.8","35.9","0.207","109.8","92.9","0.45","13","24.5","0.325","105.5"
"797","201302190SAC","98.8","0.533","15.8","17.9","0.373","109.3","98.8","0.428","8.9","20.4","0.278","103.2"
"798","201302200CHA","88.6","0.543","9","21.1","0.21","118.5","88.6","0.466","7.5","32","0.18","111.7"
"799","201302200IND","101.1","0.366","12.8","24.5","0.326","90","101.1","0.601","17.9","35","0.38","123.6"
"800","201302200TOR","82.2","0.4","9.5","39.2","0.3","107.1","82.2","0.423","14.5","27.5","0.31","99.8"
"801","201302200ATL","92.7","0.538","11","11.9","0.244","111.1","92.7","0.549","19.4","15.2","0.153","97.1"
"802","201302200CLE","85","0.533","13.2","33.3","0.25","117.7","85","0.526","8","30","0.312","123.6"
"803","201302200HOU","106.7","0.546","18.9","29.5","0.276","111.5","106.7","0.56","15","23.9","0.207","114.3"
"804","201302200MIL","96.8","0.453","10.2","18","0.235","100.2","96.8","0.507","16.1","17.1","0.24","97.1"
"805","201302200MIN","92.2","0.407","9.5","19.6","0.259","94.4","92.2","0.436","14.4","25.6","0.471","102"
"806","201302200DAL","95","0.488","10.4","21.3","0.153","101.1","95","0.54","8.6","17.5","0.182","116.9"
"807","201302200GSW","90.3","0.53","13.4","26.2","0.107","108.6","90.3","0.54","9.6","30.2","0.161","119.7"
"808","201302200LAL","93.4","0.53","11.7","16.7","0.146","106","93.4","0.548","11","34.1","0.265","121"
"809","201302210CHI","88","0.527","17.7","23.5","0.123","97.7","88","0.387","24.6","31.7","0.12","76.1"
"810","201302210LAC","90.2","0.644","16.6","28.6","0.301","128.6","90.2","0.454","17.1","33.3","0.276","99.8"
"811","201302220CHA","85.6","0.536","6.1","25","0.193","122.6","85.6","0.36","11.7","29.4","0.28","87.6"
"812","201302220IND","96.9","0.372","14","25.9","0.256","84.6","96.9","0.63","13.8","13.3","0.301","117.7"
"813","201302220TOR","90.3","0.533","15.8","28.6","0.24","108.5","90.3","0.481","8.9","15.8","0.288","110.8"
"814","201302220WAS","98.8","0.506","10.2","20.5","0.383","114.4","98.8","0.54","14.9","39.1","0.273","120.5"
"815","201302220ATL","96.2","0.5","13.2","28.6","0.227","112.3","96.2","0.598","5.6","23.8","0.13","126.8"
"816","201302220BRK","90.5","0.636","16.3","20.6","0.104","117.2","90.5","0.495","11.9","31.8","0.066","106.1"
"817","201302220MEM","87.7","0.446","12","22.4","0.083","93.5","87.7","0.467","13.6","31.1","0.224","100.3"
"818","201302220NOH","92.2","0.524","11.5","29.5","0.19","112.9","92.2","0.434","10.6","31.1","0.231","108.5"
"819","201302220OKC","97.8","0.518","9.3","21.4","0.271","113.5","97.8","0.633","15.5","25.8","0.265","129.8"
"820","201302220PHO","92.1","0.62","11.9","24.3","0.19","122.7","92.1","0.44","12.1","25","0.167","95.6"
"821","201302220GSW","96.6","0.411","7.6","17.2","0.242","94.7","96.6","0.441","10.1","18.4","0.255","100.3"
"822","201302220LAL","103.3","0.532","12.4","16.7","0.074","103.6","103.3","0.506","13.8","25.5","0.294","107.5"
"823","201302230CHA","97","0.572","15.5","30.6","0.217","116.5","97","0.463","15.9","29.3","0.28","102.1"
"824","201302230ORL","89.6","0.546","9.1","41.9","0.264","131.7","89.6","0.506","14.5","27.5","0.177","104.9"
"825","201302230WAS","89.9","0.565","15.1","31.7","0.095","114.5","89.9","0.556","12.8","25.7","0.2","116.8"
"826","201302230DET","90.3","0.507","19.3","25.6","0.187","99.7","90.3","0.351","13.8","20.8","0.234","79.7"
"827","201302230PHI","85.1","0.643","6.6","16.7","0.195","133.9","85.1","0.519","12.7","17.9","0.115","105.7"
"828","201302230MIL","96.3","0.505","10.2","19.6","0.121","107","96.3","0.483","14.8","35.4","0.18","106"
"829","201302230LAC","97.4","0.423","14.2","25","0.274","96.6","97.4","0.564","18.4","27","0.244","109.9"
"830","201302240DAL","93.7","0.563","15.7","17.9","0.306","109.9","93.7","0.494","11.2","24","0.149","105.7"
"831","201302240MIN","97.8","0.5","19.4","34.1","0.235","102.3","97.8","0.441","14.7","29.2","0.282","101.3"
"832","201302240MIA","88.4","0.551","11","24.3","0.244","118.8","88.4","0.6","11.4","18.8","0.253","123.3"
"833","201302240NOH","87.5","0.494","12.8","26.2","0.157","108.6","87.5","0.539","8.6","35.7","0.157","125.8"
"834","201302240BRK","77.5","0.465","12.6","20.6","0.141","98.1","77.5","0.435","14.5","37.8","0.065","92.9"
"835","201302240NYK","91.2","0.447","11.3","22.9","0.2","101.9","91.2","0.48","11.7","25","0.36","108.5"
"836","201302240PHO","98.5","0.479","16.3","10.5","0.389","98.5","98.5","0.389","17.3","28.9","0.296","88.4"
"837","201302240POR","91.2","0.435","8.9","14.3","0.141","94.3","91.2","0.487","15.5","26.8","0.19","100.8"
"838","201302240OKC","92.4","0.314","15","29.6","0.209","78","92.4","0.494","15.8","33.3","0.304","110.4"
"839","201302250TOR","94","0.463","17.7","25","0.185","95.7","94","0.399","13.3","18.8","0.266","89.4"
"840","201302250DET","95.5","0.595","12.7","20.5","0.253","119.3","95.5","0.506","15.4","25.6","0.214","107.8"
"841","201302250DEN","96.1","0.603","14.1","20.5","0.179","112.3","96.1","0.585","8.3","31.7","0.182","123.8"
"842","201302250UTA","85.3","0.535","11.2","21.6","0.209","116.8","85.3","0.489","11.7","34.1","0.239","113.6"
"843","201302260IND","91","0.513","18.8","34.9","0.25","106.6","91","0.524","11.1","31.1","0.238","118.7"
"844","201302260PHI","89.6","0.572","13.5","17.1","0.145","109.3","89.6","0.438","11","17","0.16","93.7"
"845","201302260MIA","90.8","0.591","15.4","29.8","0.204","117.6","90.8","0.604","9.7","23.5","0.188","128.6"
"846","201302260CHI","84.7","0.525","10.1","36.1","0.198","119.3","84.7","0.558","15.1","29.7","0.141","115.7"
"847","201302260NOH","84.2","0.566","13.4","31.6","0.197","120","84.2","0.489","7","29.3","0.138","115.3"
"848","201302260DAL","95.7","0.457","11.4","16.7","0.244","99.3","95.7","0.429","17.5","34","0.2","94"
"849","201302260PHO","91.3","0.372","13.7","23.1","0.178","82.4","91.3","0.434","17.1","28.6","0.055","83.4"
"850","201302260LAC","93.3","0.444","15.5","17.1","0.148","90","93.3","0.618","14.6","23.1","0.158","113.6"
"851","201302270CLE","90.2","0.462","14.4","25","0.256","102","90.2","0.445","9.4","31","0.366","114.2"
"852","201302270ORL","101.2","0.607","11.8","18.9","0.274","123.6","101.2","0.482","16.1","19.5","0.253","99.8"
"853","201302270WAS","90.9","0.604","16.8","14.3","0.125","105.6","90.9","0.524","14.5","22.5","0.083","104.5"
"854","201302270HOU","102.9","0.534","14.8","20.9","0.169","106.9","102.9","0.511","14.5","27.7","0.18","104"
"855","201302270MEM","95","0.454","19.9","14.6","0.197","88.4","95","0.404","13.9","27.5","0.346","94.7"
"856","201302270NYK","92.1","0.604","17.3","14.3","0.25","114","92.1","0.477","9","32.7","0.299","118.3"
"857","201302270OKC","84.6","0.39","12.4","16.7","0.182","87.5","84.6","0.605","10.2","41.9","0.355","140.6"
"858","201302270SAS","91.2","0.479","12.6","32","0.147","104.2","91.2","0.469","15","23.3","0.309","100.3"
"859","201302270UTA","88.8","0.519","9.1","20","0.269","114.8","88.8","0.47","12.3","33.3","0.157","102.5"
"860","201302270POR","99.3","0.534","13","33.3","0.207","111.8","99.3","0.506","16.4","31","0.271","109.7"
"861","201302280IND","88.7","0.513","11","25.7","0.213","111.6","88.7","0.487","18.9","34.1","0.24","102.6"
"862","201302280CHI","91.4","0.412","11.3","24","0.141","89.7","91.4","0.404","10.1","30","0.313","101.7"
"863","201302280LAL","92.4","0.5","12","14.3","0.16","101.8","92.4","0.627","13.2","31","0.145","125.6"
"864","201303010ORL","90.8","0.643","11.8","26.5","0.247","129.9","90.8","0.622","14.1","19.4","0.167","121.1"
"865","201303010TOR","85.9","0.536","19.3","31.3","0.257","108.3","85.9","0.424","13.5","19.5","0.278","94.3"
"866","201303010WAS","88.8","0.481","11.7","21.4","0.222","108.1","88.8","0.466","13","25.6","0.257","99.1"
"867","201303010BOS","99.7","0.367","9.6","23.6","0.181","86.3","99.7","0.5","16.3","4.7","0.253","94.3"
"868","201303010CLE","87.6","0.56","9.8","34.4","0.145","119.9","87.6","0.48","15.6","28.2","0.243","101.6"
"869","201303010BRK","91.2","0.558","13.4","12.5","0.141","107.4","91.2","0.506","18.4","25.7","0.141","98.7"
"870","201303010MIA","86.3","0.455","11.9","25","0.273","105.5","86.3","0.534","7.6","15.2","0.274","113.6"
"871","201303010NOH","86.2","0.545","14.1","27.5","0.128","110.2","86.2","0.475","10.4","38.3","0.284","116"
"872","201303010SAS","103.8","0.5","16.9","12.8","0.2","98.3","103.8","0.661","16.8","28.1","0.226","125.3"
"873","201303010PHO","93.7","0.479","19.5","20.5","0.233","92.9","93.7","0.506","16.5","16.7","0.123","98.2"
"874","201303010UTA","87.1","0.377","12.2","16","0.086","78.1","87.1","0.519","20","55.6","0.218","112.5"
"875","201303010DEN","104.3","0.476","16.2","23.3","0.289","98.8","104.3","0.489","12","20","0.126","100.7"
"876","201303020PHI","99.1","0.477","16.8","22.9","0.174","97.9","99.1","0.588","20.5","31.4","0.047","105"
"877","201303020CHI","91.6","0.479","20.4","22.2","0.222","92.8","91.6","0.562","19.4","18.8","0.192","104.8"
"878","201303020MIL","95.2","0.5","12.9","27.1","0.14","108.4","95.2","0.527","11.7","31","0.272","116"
"879","201303020POR","94.6","0.397","7.2","26.9","0.287","99.4","94.6","0.528","11.5","34","0.156","115.2"
"880","201303030NYK","92.6","0.512","13.2","24.4","0.155","106.9","92.6","0.486","16.6","22.5","0.284","100.5"
"881","201303030LAC","92.9","0.519","12","33.3","0.313","116.2","92.9","0.518","17.9","35.1","0.232","111.9"
"882","201303030ORL","85.1","0.596","12.7","35.9","0.108","126.8","85.1","0.411","14.2","30","0.301","96.3"
"883","201303030SAC","97.2","0.403","12.8","8.7","0.273","85.3","97.2","0.539","15","40","0.244","122.4"
"884","201303030WAS","90.8","0.424","8.8","19.6","0.176","95.8","90.8","0.463","15.2","28.3","0.2","99.1"
"885","201303030HOU","98.2","0.55","16.6","20.5","0.188","104.9","98.2","0.663","11.8","30.3","0.375","138.5"
"886","201303030SAS","98","0.36","16.8","24.1","0.151","76.5","98","0.556","10.1","19.5","0.169","116.3"
"887","201303030IND","88.1","0.481","11","20","0.173","104.4","88.1","0.507","14.1","27.8","0.352","110.1"
"888","201303030LAL","98.7","0.549","13.6","7.7","0.098","99.3","98.7","0.551","19.6","17.5","0.167","100.3"
"889","201303040CLE","88.8","0.538","15.5","32.4","0.231","114.8","88.8","0.548","14.4","17.6","0.233","109.2"
"890","201303040MIL","94.6","0.424","15.7","43.4","0.242","103.4","94.6","0.526","14.4","25","0.095","104.4"
"891","201303040MIN","94.9","0.547","21.8","27.3","0.216","102.2","94.9","0.403","16","27.8","0.114","85.4"
