"","code","away.pace","away.efg","away.tov","away.orb","away.ftprb","away.ortg","home.pace","home.efg","home.tov","home.orb","home.ftprb","home.ortg"
"4418","201512300CHO","92.5","0.627","11.9","24.2","0.465","131.9","92.5","0.483","9.6","35.4","0.364","126.5"
"4419","201512300ORL","89","0.44","11.5","25","0.241","104.6","89","0.494","14.9","39.5","0.232","112.4"
"4420","201512300BOS","98.3","0.505","8.8","26.5","0.181","113.9","98.3","0.472","9.2","18.8","0.239","105.7"
"4421","201512300TOR","95.6","0.448","9.6","16.7","0.149","95.2","95.6","0.378","13.9","29.4","0.39","98.4"
"4422","201512300CHI","91","0.418","10","29.1","0.196","99.5","91","0.465","17.7","31.8","0.256","101.5"
"4423","201512300MIN","87.1","0.413","17.6","30.6","0.175","91.9","87.1","0.5","10.1","31","0.221","107.9"
"4424","201512300DAL","93.3","0.451","11.6","16.7","0.222","97.6","93.3","0.598","14.2","29.3","0.195","122.2"
"4425","201512300SAS","95.2","0.426","14.4","16.7","0.123","83","95.2","0.605","12.6","17.6","0.263","117.6"
"4426","201512300POR","95.3","0.494","12.8","25.5","0.195","108.1","95.3","0.54","12.8","27.3","0.184","115.5"
"4427","201512300SAC","104.9","0.473","10.7","29.1","0.223","104.9","104.9","0.541","19.3","15.9","0.338","100.1"
"4428","201512310DET","100.5","0.436","13.7","13","0.174","89.6","100.5","0.558","14","28.6","0.221","114.5"
"4429","201512310IND","101.8","0.623","14.8","17.6","0.312","117.9","101.8","0.579","16.9","20","0.256","114"
"4430","201512310HOU","99.7","0.577","15.8","29.3","0.202","114.3","99.7","0.538","14.2","11.4","0.333","110.3"
"4431","201512310NOP","95.5","0.444","10.9","26","0.167","99.5","95.5","0.482","14.5","12.8","0.122","93.2"
"4432","201512310OKC","90.1","0.573","15.4","30.6","0.146","117.6","90.1","0.569","12.6","31.6","0.238","122.1"
"4433","201512310UTA","83.2","0.551","10.6","21.1","0.128","115.3","83.2","0.587","5.2","27.9","0.093","131"
"4434","201601010WAS","92.8","0.5","14.5","17.1","0.071","98","92.8","0.511","8.5","27.3","0.098","110.9"
